,name,clouds,dt,humidity,lat,lon,temp_max,temp_min
400,Ust-Kuyga,20,1553731712,71,70.0,70.0,-19.16,-19.16
401,Nirmal,0,1553731979,73,19.09,19.09,21.92,21.92
402,Tottori,75,1553729400,100,35.5,35.5,9.0,7.0
403,Qena,0,1553727600,36,26.16,26.16,18.0,18.0
404,Lata,0,1553731980,68,30.78,30.78,7.85,7.85
405,Huarmey,32,1553731980,80,-10.07,-10.07,20.82,20.82
406,Wynyard,68,1553731980,93,51.77,51.77,2.22,2.22
407,Moose Factory,90,1553729940,56,51.26,51.26,6.0,6.0
408,Union,75,1553731723,41,47.36,47.36,15.56,11.11
409,Roald,80,1553731803,93,62.58,62.58,8.0,6.11
410,Houma,80,1553731982,53,35.63,35.63,10.42,10.42
411,Weiden,0,1553731930,86,49.81,49.81,5.0,0.0
412,Luderitz,0,1553731982,90,-26.65,-26.65,15.95,15.95
413,Kruisfontein,8,1553731982,70,-34.0,-34.0,17.97,17.97
414,Kaduqli,0,1553731983,25,11.01,11.01,20.07,20.07
415,San Roque,40,1553727600,77,0.3,0.3,18.0,18.0
416,Khammam,0,1553731984,91,17.25,17.25,21.3,21.3
417,Manado,20,1553729400,94,1.49,1.49,26.0,26.0
418,Yanam,8,1553731984,89,16.73,16.73,25.2,25.2
419,Arman,0,1553731984,61,59.7,59.7,-9.16,-9.16
420,Port Blair,32,1553731687,97,11.67,11.67,29.35,29.35
421,Amapa,20,1553731200,65,15.09,15.09,27.0,27.0
422,Oistins,40,1553727600,74,13.07,13.07,26.0,26.0
423,Bastia,0,1553731860,39,44.6,44.6,10.56,3.89
424,Maceio,75,1553727600,88,-9.67,-9.67,24.0,24.0
425,Tacna,40,1553727600,68,-18.01,-18.01,21.0,20.0
426,Muros,0,1553731929,75,42.77,42.77,15.56,6.67
427,Cotonou,12,1553731985,84,6.37,6.37,26.87,26.87
428,Hailar,24,1553731891,50,49.2,49.2,-9.33,-9.33
429,Constantine,40,1553729400,87,36.36,36.36,6.0,6.0
430,Ust-Koksa,0,1553731986,67,50.27,50.27,-14.41,-14.41
431,Udachnyy,44,1553731986,76,66.42,66.42,-6.88,-6.88
432,Cayenne,90,1553729400,74,4.94,4.94,27.0,27.0
433,Moshi,0,1553731986,76,-3.36,-3.36,20.82,20.82
434,Urla,0,1553730600,76,38.32,38.32,10.0,9.0
435,Cedral,64,1553731987,22,23.82,23.82,23.12,23.12
436,Kalulushi,8,1553731987,74,-12.84,-12.84,19.02,19.02
437,Troitsko-Pechorsk,8,1553731987,92,62.71,62.71,-1.33,-1.33
438,Usinsk,64,1553731987,83,66.0,66.0,-6.81,-6.81
439,Los Alamos,1,1553731982,13,35.88,35.88,23.89,16.67
440,Pacific Grove,75,1553731987,72,36.62,36.62,16.67,11.67
441,North Bend,75,1553731821,54,43.41,43.41,15.0,12.78
442,Itororo,88,1553731988,96,-15.12,-15.12,21.62,21.62
443,Toora-Khem,56,1553731989,88,52.47,52.47,-5.98,-5.98
444,Yenagoa,20,1553731989,88,4.92,4.92,25.92,25.92
445,Turka,20,1553731646,69,49.16,49.16,0.56,0.56
446,Garden City,75,1553731902,59,40.73,40.73,4.44,1.67
447,Belaya Kholunitsa,88,1553731990,92,58.84,58.84,-1.83,-1.83
448,Yulara,0,1553727600,26,-25.24,-25.24,21.0,21.0
449,Salihli,32,1553731990,89,38.48,38.48,1.6,1.6
450,Marystown,0,1553731262,100,47.17,47.17,-5.0,-5.0
451,Klaksvik,76,1553730600,87,62.23,62.23,8.0,8.0
452,Amlame,44,1553731991,87,7.47,7.47,24.6,24.6
453,Nouakchott,0,1553729400,88,18.08,18.08,18.0,18.0
454,Pipri,0,1553731991,71,24.21,24.21,16.2,16.2
455,Esperance,20,1553731808,78,10.24,10.24,26.0,25.0
456,Half Moon Bay,75,1553731806,62,37.46,37.46,17.22,12.78
457,Luwuk,64,1553731992,100,-0.95,-0.95,25.6,25.6
458,Yumen,32,1553731992,66,40.29,40.29,-3.63,-3.63
459,Shetpe,76,1553731992,92,44.14,44.14,3.07,3.07
460,Pangnirtung,24,1553731992,88,66.15,66.15,-19.93,-19.93
461,Namatanai,24,1553731992,97,-3.66,-3.66,28.62,28.62
462,Wojkowice,40,1553731978,91,50.37,50.37,5.0,1.0
463,Sarkand,24,1553731993,81,45.41,45.41,3.3,3.3
464,Christchurch,20,1553731688,63,-43.53,-43.53,17.22,15.0
465,Huangchuan,20,1553730841,58,24.57,24.57,15.0,12.0
466,Neuquen,0,1553727600,49,-38.95,-38.95,22.0,22.0
467,Gulariya,0,1553731993,71,28.2,28.2,14.52,14.52
468,Northam,0,1553731931,93,51.04,51.04,6.67,3.33
469,Konevo,24,1553731812,78,41.67,41.67,8.33,8.33
470,Martil,8,1553729400,67,35.62,35.62,15.0,14.0
471,Carauari,12,1553731789,88,-4.88,-4.88,27.1,27.1
472,Bridgend,0,1553731992,100,51.51,51.51,8.33,3.33
473,Dhidhdhoo,0,1553731994,100,6.88,6.88,28.8,28.8
474,Bonthe,0,1553731995,88,7.53,7.53,26.8,26.8
475,Adoni,20,1553731995,76,15.63,15.63,21.77,21.77
476,Ocos,20,1553731200,62,14.51,14.51,31.0,30.0
477,Te Anau,0,1553731995,65,-45.41,-45.41,13.85,13.85
478,Sabzevar,0,1553731996,81,36.21,36.21,4.52,4.52
479,Kurchum,0,1553731996,66,48.57,48.57,-9.18,-9.18
480,Mortka,56,1553731996,89,59.33,59.33,-1.91,-1.91
481,Dawson Creek,1,1553727600,33,55.76,55.76,8.0,7.0
482,Aguada de Pasajeros,8,1553727540,61,22.38,22.38,26.0,26.0
483,Formosa do Rio Preto,8,1553731997,87,-11.04,-11.04,23.22,23.22
484,Mao,75,1553731234,83,19.55,19.55,25.56,25.0
485,Husavik,0,1553731831,76,50.56,50.56,5.56,3.89
486,Pekan,75,1553727600,94,3.49,3.49,25.0,25.0
487,Khokhlovo,0,1553729400,74,50.71,50.71,-2.0,-2.0
488,Fare,88,1553731998,97,-16.7,-16.7,29.37,29.37
489,Komsomolskiy,68,1553731998,90,67.55,67.55,-4.98,-4.98
490,Sistranda,75,1553731865,93,63.73,63.73,7.78,7.0
491,Qaqortoq,12,1553727000,66,60.72,60.72,-10.0,-10.0
492,Xiongyue,0,1553731999,26,40.18,40.18,2.47,2.47
493,Palmerston,40,1553731802,26,43.83,43.83,6.67,3.33
494,Mata,75,1553727060,64,22.63,22.63,23.0,23.0
495,Ipira,68,1553731999,83,-27.41,-27.41,19.7,19.7
496,Lavrentiya,80,1553732000,96,65.58,65.58,0.2,0.2
497,Banjarmasin,20,1553729400,100,-3.32,-3.32,24.0,24.0
498,Santa Rosa del Sur,0,1553732000,70,7.96,7.96,28.82,28.82
499,Inhambane,8,1553732000,91,-23.87,-23.87,24.67,24.67
500,Punta Alta,0,1553727600,69,-27.46,-27.46,23.0,23.0
501,Nelson Bay,40,1553731834,60,-32.72,-32.72,25.0,23.0
502,Praia da Vitoria,75,1553731217,76,38.73,38.73,14.44,14.0
503,Gerash,0,1553732001,80,27.67,27.67,4.95,4.95
504,Arroyo,1,1553731980,22,41.39,41.39,10.0,3.89
505,Olonets,36,1553732001,83,60.98,60.98,-6.71,-6.71
506,Tasiilaq,24,1553727000,62,65.61,65.61,-6.0,-6.0
507,Elat,24,1553732002,82,2.91,2.91,22.05,22.05
508,Kulhudhuffushi,0,1553732002,100,6.62,6.62,28.8,28.8
509,Vostok,12,1553731729,53,46.45,46.45,-7.83,-7.83
510,Rio Branco,90,1553727600,100,-9.98,-9.98,23.0,23.0
511,Bilma,8,1553732003,34,18.69,18.69,16.57,16.57
512,Bulaevo,0,1553732003,63,54.91,54.91,-8.03,-8.03
513,Tete,76,1553732003,77,-16.16,-16.16,24.95,24.95
514,Antalaha,68,1553732003,99,-14.9,-14.9,25.17,25.17
515,Hornepayne,92,1553732004,95,49.22,49.22,2.12,2.12
516,Racine,75,1553731891,72,42.73,42.73,14.0,11.67
517,Alyangula,64,1553727600,74,-13.85,-13.85,28.0,28.0
518,Araouane,76,1553732004,54,18.9,18.9,26.05,26.05
519,Guerrero Negro,76,1553732004,61,27.97,27.97,18.62,18.62
520,Fairbanks,90,1553731802,74,64.84,64.84,5.0,3.0
521,Lamar,1,1553731315,15,38.09,38.09,27.0,25.56
522,Suclayin,80,1553732005,100,15.76,15.76,25.6,25.6
523,Havoysund,0,1553728800,69,71.0,71.0,3.0,3.0
524,Najran,5,1553727600,43,17.54,17.54,23.0,23.0
525,Surgut,0,1553729400,92,61.25,61.25,-2.0,-2.0
526,Pitimbu,90,1553727600,94,-7.47,-7.47,23.0,23.0
527,Borkenes,90,1553731205,86,68.77,68.77,4.44,0.56
528,Selikhino,68,1553732006,78,50.37,50.37,-7.53,-7.53
529,Castelldefels,0,1553731987,71,41.29,41.29,12.78,3.33
530,Ko Samui,20,1553729400,79,9.54,9.54,29.0,29.0
531,Mareeba,75,1553732006,70,-16.99,-16.99,32.22,25.56
532,Santa Lucia,40,1553731793,58,39.93,39.93,12.0,8.33
533,Dongsheng,92,1553732007,97,29.72,29.72,15.92,15.92
534,Priekule,90,1553728800,99,56.45,56.45,2.0,0.0
535,Prince Rupert,1,1553727600,44,54.32,54.32,15.0,15.0
536,Gwadar,0,1553732008,95,25.12,25.12,20.87,20.87
537,Ulaanbaatar,40,1553729400,54,47.92,47.92,-15.0,-15.0
538,Upernavik,56,1553732008,100,72.79,72.79,-15.63,-15.63
539,Pangkalanbuun,44,1553731955,96,-2.68,-2.68,24.55,24.55
0,68,AU,1553963110,90,-33.21,138.6,10.43,2.96
1,0,CA,1553962518,98,50.24,-117.8,0.0,0.86
2,32,LY,1553963111,100,32.77,22.64,14.13,11.71
3,48,MX,1553963111,93,21.28,-97.45,22.53,1.31
4,8,FO,1553961000,100,62.23,-6.59,0.0,8.2
5,88,RU,1553963111,80,61.92,63.02,0.98,5.81
6,40,PT,1553961600,72,38.52,-28.7,17.0,9.3
7,64,RU,1553963112,94,52.98,84.68,3.03,2.56
8,44,ID,1553963112,100,0.57,122.3,22.53,1.16
9,75,AU,1553963044,81,-37.81,145.34,12.78,5.1
10,80,GH,1553963113,100,4.89,-1.75,27.48,4.56
11,0,IN,1553963113,65,15.34,74.49,25.83,1.06
12,32,KZ,1553963113,93,51.09,54.08,-1.77,1.76
13,75,GL,1553961000,64,60.72,-46.03,2.0,3.1
14,20,EC,1553962639,74,-0.74,-90.35,28.0,4.6
15,0,BR,1553963114,68,-20.63,-46.0,25.58,2.91
16,68,PF,1553963114,97,-23.12,-134.97,26.43,9.86
17,75,CA,1553963080,79,62.45,-114.38,-4.0,6.7
18,88,ZA,1553963114,86,-33.59,26.89,21.83,5.16
19,88,ZA,1553963114,86,-33.59,26.89,21.83,5.16
20,100,CK,1553959800,94,-21.21,-159.78,24.0,8.7
21,32,RU,1553963114,83,66.83,70.83,-1.37,8.31
22,88,PF,1553963115,100,-9.8,-139.03,25.68,6.06
23,88,KI,1553963115,100,3.07,172.79,27.93,7.91
24,44,PG,1553963115,100,-6.22,155.63,25.48,1.86
25,20,GY,1553958000,79,6.8,-58.16,32.0,7.2
26,20,GY,1553958000,79,6.8,-58.16,32.0,7.2
27,1,US,1553963055,72,19.71,-155.08,18.33,2.6
28,0,EE,1553963116,90,59.1,26.19,4.58,3.11
29,0,RU,1553963116,67,71.98,102.47,-11.07,2.56
30,0,FR,1553962893,29,47.02,4.84,20.0,2.1
31,92,PG,1553963117,100,-4.34,152.27,26.18,2.66
32,75,CL,1553958000,77,-42.48,-73.76,16.0,3.1
33,40,MX,1553962816,17,23.99,-104.67,21.67,1.16
34,75,MX,1553962942,58,21.1,-87.49,28.0,6.2
35,75,MX,1553962942,58,21.1,-87.49,28.0,6.2
36,1,US,1553962735,44,26.14,-81.79,26.67,3.6
37,88,GL,1553963118,100,72.79,-56.15,-7.42,7.46
38,88,GL,1553963118,100,72.79,-56.15,-7.42,7.46
39,76,RU,1553963118,79,52.42,136.49,-8.42,1.21
40,90,RU,1553962948,93,64.73,177.51,0.56,11.0
41,1,US,1553963111,52,39.31,-74.98,23.33,4.1
42,40,CA,1553958000,68,55.74,-97.86,-4.0,6.2
43,40,ZA,1553962867,56,-33.93,18.42,23.0,6.2
44,8,NZ,1553962807,93,-46.19,168.86,12.22,1.21
45,20,AU,1553962935,75,-42.88,147.33,8.89,0.5
46,48,ZA,1553963152,15,-30.97,22.13,28.23,6.06
47,32,GM,1553963152,36,13.79,-15.05,32.78,8.01
48,8,AU,1553963124,28,-33.64,115.35,18.33,6.91
49,20,PF,1553963152,100,-16.48,-151.75,28.33,1.96
50,75,AR,1553958000,81,-54.81,-68.31,10.0,12.9
51,75,AR,1553958000,81,-54.81,-68.31,10.0,12.9
52,76,ZA,1553962653,89,-34.42,19.24,21.11,2.06
53,75,IE,1553962926,87,53.8,-9.52,10.0,5.1
54,48,IN,1553963153,81,30.78,78.62,8.53,0.91
55,0,CH,1553963143,20,47.59,7.56,21.67,1.5
56,40,BR,1553958000,54,-23.68,-45.44,26.0,1.5
57,8,YE,1553963154,22,14.4,46.47,25.08,3.51
58,75,IE,1553962926,66,54.11,-9.15,9.0,6.2
59,80,BR,1553963154,99,-1.2,-46.02,26.03,3.11
60,12,RU,1553963046,85,66.42,112.4,-7.57,2.31
61,75,CA,1553961600,92,68.22,-135.01,-5.0,1.5
62,76,AU,1553963155,96,-23.58,149.07,20.43,3.81
63,40,GL,1553961000,62,65.61,-37.64,-4.0,2.6
64,90,US,1553963110,100,42.08,-78.43,16.11,7.2
65,90,US,1553963111,100,39.95,-94.76,2.78,7.2
66,75,CA,1553958000,86,65.28,-126.83,-3.0,2.6
67,75,CA,1553958000,86,65.28,-126.83,-3.0,2.6
68,68,ZA,1553962653,73,-34.53,20.04,22.0,4.6
69,20,US,1553963068,88,20.89,-156.47,19.44,3.6
70,88,RU,1553963013,87,64.48,76.69,0.56,1.79
71,75,BR,1553958000,83,-3.3,-60.62,25.0,1.0
72,75,BR,1553958000,83,-3.3,-60.62,25.0,1.0
73,92,BS,1553963157,100,24.9,-76.2,21.68,6.41
74,0,FI,1553962881,51,64.81,26.0,3.89,8.7
75,0,FI,1553962881,51,64.81,26.0,3.89,8.7
76,75,CL,1553962948,66,-53.16,-70.91,12.0,7.2
77,8,MV,1553963157,100,2.67,72.89,29.33,1.91
78,8,MV,1553963157,100,2.67,72.89,29.33,1.91
79,8,MV,1553963157,100,2.67,72.89,29.33,1.91
80,8,MV,1553963157,100,2.67,72.89,29.33,1.91
81,1,US,1553962574,77,22.08,-159.32,18.0,3.6
82,20,TR,1553959800,70,41.19,40.99,7.0,1.5
83,48,PT,1553962605,39,40.36,-7.35,19.44,0.89
84,80,RU,1553963158,93,73.51,80.55,-1.57,12.86
85,12,MV,1553963158,100,-0.6,73.08,29.33,3.01
86,12,MV,1553963158,100,-0.6,73.08,29.33,3.01
87,92,GL,1553963159,100,60.14,-45.24,-1.32,10.16
88,90,CA,1553963120,100,45.36,-73.48,2.78,4.6
89,56,ID,1553963159,94,-0.91,122.88,26.18,1.81
90,8,RU,1553963159,83,58.2,68.25,-0.27,6.81
91,0,AR,1553962920,46,-46.43,-67.52,18.08,4.66
92,20,FO,1553961000,100,62.16,-7.17,0.0,8.2
93,75,BR,1553962694,74,-3.71,-38.6,30.0,5.1
94,75,IN,1553962508,38,28.58,77.04,33.33,1.5
95,20,NG,1553963160,17,10.31,9.75,37.88,2.71
96,0,ZA,1553963161,23,-30.99,26.32,25.53,2.91
97,0,CV,1553963144,90,14.9,-24.5,22.38,9.16
98,0,CV,1553963144,90,14.9,-24.5,22.38,9.16
99,0,CA,1553963133,49,50.56,-96.99,-1.11,1.79
100,0,RU,1553963161,75,71.64,128.87,-11.32,3.81
101,20,UY,1553962525,61,-34.68,-56.22,26.11,2.1
102,0,PK,1553963162,36,28.65,70.66,25.18,1.41
103,8,RU,1553963162,81,56.45,36.57,8.28,5.86
104,32,ML,1553963162,21,14.74,-6.12,41.38,2.71
105,75,CY,1553962601,77,34.92,32.53,15.0,3.1
106,75,CY,1553962601,77,34.92,32.53,15.0,3.1
107,24,PE,1553963163,73,-11.1,-77.61,23.68,2.11
108,32,IN,1553963163,51,17.67,80.89,29.28,3.61
109,32,IN,1553963163,51,17.67,80.89,29.28,3.61
110,8,NG,1553963163,17,10.52,9.86,39.18,2.06
111,0,AR,1553958000,34,-45.87,-67.48,20.0,8.2
112,80,NZ,1553963164,100,-35.17,173.16,18.13,3.96
113,20,RU,1553963135,86,59.7,30.79,8.0,6.0
114,20,AU,1553963115,75,-43.03,147.26,8.89,0.5
115,68,RU,1553963164,99,50.68,156.12,-1.67,7.21
116,20,JP,1553961863,54,33.93,134.5,13.0,7.2
117,0,SN,1553961600,47,14.69,-16.54,26.0,9.3
118,75,CA,1553961600,84,70.47,-68.59,-17.0,12.9
119,24,BR,1553963165,70,-30.17,-50.22,27.03,2.61
120,0,PE,1553958000,30,-13.71,-76.2,22.0,4.1
121,75,PF,1553962943,65,-17.57,-149.87,27.0,2.6
122,20,LK,1553958600,88,6.12,81.12,28.0,2.6
123,68,NA,1553963166,86,-26.65,15.16,21.33,5.61
124,68,NA,1553963166,86,-26.65,15.16,21.33,5.61
125,12,CN,1553963167,70,47.83,88.13,-3.67,1.01
126,40,NO,1553963102,81,58.89,5.65,7.0,6.2
127,75,CA,1553962926,80,60.72,-135.06,2.22,1.5
128,0,IS,1553963169,100,64.25,-15.21,-1.77,0.61
129,0,FR,1553963151,35,45.6,-0.6,21.11,3.6
130,75,US,1553962864,62,42.65,-73.75,16.67,8.2
131,92,JP,1553963014,78,36.66,137.31,10.56,1.41
132,0,IN,1553962937,61,24.27,87.25,26.73,2.06
133,75,BR,1553958000,52,-15.89,-52.26,34.0,2.56
134,0,CN,1553963170,68,43.61,122.27,-4.92,2.56
135,20,SE,1553962999,61,59.76,18.7,10.0,10.3
136,20,MX,1553962597,58,15.74,-96.47,30.56,4.1
137,75,CA,1553961600,34,47.85,-83.4,3.0,2.6
138,75,US,1553963160,53,33.19,-82.53,23.33,5.7
139,90,BR,1553958000,100,-7.52,-72.89,24.0,1.66
140,75,GL,1553961000,68,64.17,-51.74,-3.0,6.7
141,40,US,1553962945,54,31.46,-103.39,12.22,5.1
142,92,RU,1553963172,92,64.42,-173.23,0.88,9.56
143,0,CN,1553958000,28,40.71,112.04,-2.0,5.0
144,0,IN,1553963173,40,28.07,74.62,27.48,3.16
145,76,MZ,1553962902,100,-16.23,39.91,27.28,8.26
146,90,NO,1553963119,94,69.65,18.96,0.0,6.7
147,100,IN,1553963173,78,27.93,96.16,16.43,0.76
148,100,IN,1553963173,78,27.93,96.16,16.43,0.76
149,12,NU,1553961600,100,-19.06,-169.92,22.0,2.76
150,0,NA,1553958000,14,-26.57,18.15,31.0,3.1
151,36,CN,1553963174,23,35.63,111.36,5.83,2.21
152,75,CA,1553961600,51,49.72,-86.95,-11.0,6.2
153,75,CA,1553961600,51,49.72,-86.95,-11.0,6.2
154,90,US,1553963125,71,43.05,-76.15,15.0,6.7
155,75,EC,1553962571,72,-0.39,-78.55,19.0,5.1
156,1,US,1553963154,55,34.64,-120.46,17.22,5.1
157,80,ID,1553963175,100,-8.11,115.08,22.68,0.26
158,12,AU,1553963175,61,-20.74,116.85,25.98,1.11
159,90,US,1553962860,100,55.34,-131.65,5.0,2.1
160,0,CA,1553963175,50,48.76,-91.62,-7.77,3.76
161,0,RU,1553963176,62,52.51,99.83,-15.32,0.86
162,0,DK,1553963112,62,55.97,11.85,15.0,6.2
163,75,BR,1553962752,65,-20.67,-40.5,27.22,7.2
164,0,IN,1553963176,100,11.67,92.75,29.43,1.26
165,24,EG,1553958000,17,24.09,32.9,25.0,8.7
166,92,ZA,1553963177,89,-28.55,16.43,16.53,7.91
167,0,IN,1553963177,89,14.28,74.45,26.78,1.06
168,0,RU,1553963177,74,66.77,123.37,-14.57,1.06
169,0,RU,1553963177,74,66.77,123.37,-14.57,1.06
170,75,ES,1553963166,68,28.66,-17.92,18.0,2.6
171,92,RU,1553963178,91,65.58,-170.99,1.08,10.76
172,20,AU,1553963175,75,-42.78,147.06,8.89,0.5
173,0,AU,1553963066,60,-28.95,153.24,20.0,6.2
174,80,RU,1553963178,82,70.62,147.9,-8.67,5.86
175,80,RU,1553963178,82,70.62,147.9,-8.67,5.86
176,12,RU,1553963178,80,54.46,64.85,1.08,5.91
177,1,US,1553963148,47,28.33,-82.68,26.67,3.1
178,64,RU,1553963179,93,55.93,158.7,-10.67,0.86
179,1,US,1553963158,54,41.69,-98.0,1.67,5.7
180,76,KZ,1553963179,96,43.35,52.85,3.23,5.26
181,20,UY,1553958000,69,-34.91,-54.96,25.0,3.6
182,88,RU,1553963180,92,65.53,72.51,0.58,6.71
183,44,BR,1553963180,100,-15.23,-59.33,26.08,1.91
184,44,BR,1553963180,100,-15.23,-59.33,26.08,1.91
185,20,NZ,1553962996,93,-39.94,176.59,11.67,1.96
186,44,PH,1553963180,94,12.22,125.48,24.93,3.66
187,0,RU,1553963181,70,50.61,105.32,-6.27,1.21
188,48,PT,1553963181,26,41.42,-6.55,19.33,2.06
189,0,IT,1553963164,22,45.18,8.4,21.67,1.5
190,24,ZM,1553963181,85,-10.55,32.07,21.83,2.31
191,0,FI,1553963180,60,61.48,23.51,5.56,4.1
192,90,EC,1553958000,88,0.61,-80.02,27.0,1.0
193,80,CA,1553963182,82,60.75,-137.51,-6.67,0.86
194,80,CA,1553963182,82,60.75,-137.51,-6.67,0.86
195,75,AU,1553958000,93,-37.83,140.78,12.0,4.6
196,75,AU,1553958000,93,-37.83,140.78,12.0,4.6
197,75,AU,1553959800,69,-15.77,128.74,26.0,1.5
198,68,US,1553963107,59,40.25,-103.8,3.0,6.2
199,75,GL,1553961000,73,69.22,-51.1,-4.0,4.1
200,75,GL,1553961000,73,69.22,-51.1,-4.0,4.1
201,75,NG,1553958000,83,5.43,7.07,26.0,2.1
202,0,CN,1553963183,62,39.73,98.49,-6.22,1.11
203,0,MM,1553959800,83,17.34,96.48,28.0,2.1
204,48,RU,1553963184,75,68.75,161.3,-17.77,1.16
205,0,BR,1553958000,61,-28.24,-48.67,26.0,5.7
206,5,MX,1553962805,38,22.89,-109.91,27.22,1.5
207,40,MU,1553963043,74,-20.21,57.76,27.0,1.91
208,40,MG,1553961600,73,-18.32,47.12,22.0,2.6
209,40,MG,1553961600,73,-18.32,47.12,22.0,2.6
210,12,AO,1553963185,93,-15.19,12.15,27.18,1.31
211,0,CL,1553963185,71,-37.96,-72.44,16.43,2.66
212,20,ES,1553963104,76,43.48,-8.23,20.0,4.1
213,0,PH,1553962564,84,8.0,124.29,22.22,2.68
214,75,JP,1553963106,93,35.74,139.53,10.0,4.6
215,92,KM,1553963186,100,-12.28,43.74,28.93,5.11
216,0,CD,1553963186,56,-9.2,25.85,30.38,4.11
217,0,AU,1553958000,34,-25.24,130.99,19.0,3.6
218,20,CL,1553958000,64,-23.65,-70.4,20.0,4.1
219,20,GH,1553958000,66,5.79,0.9,33.0,6.7
220,8,RU,1553963187,77,61.57,31.48,1.83,7.66
221,75,GB,1553963180,62,52.47,1.45,17.22,4.1
222,24,JP,1553963187,100,24.8,125.28,22.83,7.51
223,0,PH,1553963187,80,11.0,122.67,24.68,4.81
224,88,ML,1553963188,19,20.2,1.01,36.53,3.81
225,0,AR,1553963188,54,-38.31,-60.23,28.23,4.86
226,90,CA,1553960820,93,50.7,-127.42,5.0,1.21
227,24,TL,1553963188,90,-8.93,125.41,20.73,0.41
228,75,BR,1553958000,70,-5.2,-35.46,31.0,4.1
229,12,US,1553963109,67,39.52,-111.59,5.0,1.21
230,90,CA,1553961120,100,54.32,-130.32,3.0,2.1
231,20,IT,1553963146,42,40.21,16.68,20.0,5.7
232,80,PG,1553963189,95,-3.55,143.63,25.38,0.86
233,20,IT,1553963151,71,38.07,13.27,15.0,3.6
234,0,NE,1553963190,23,18.74,7.39,36.63,3.81
235,92,ID,1553963190,96,-8.45,120.42,23.03,1.21
236,40,US,1553961180,92,60.79,-161.76,-3.0,2.6
237,64,RU,1553963191,81,71.97,114.09,-5.92,4.46
238,75,BM,1553962643,83,32.3,-64.78,22.0,7.7
239,80,AU,1553963190,84,-35.12,139.28,15.56,3.58
240,32,AU,1553959800,73,-14.47,132.26,23.0,2.1
241,24,RU,1553963192,93,53.23,41.37,1.58,4.91
242,0,NE,1553963192,11,13.21,12.02,40.33,6.06
243,76,CD,1553963192,79,-3.52,23.6,26.03,1.41
244,75,AU,1553963190,67,-35.55,138.62,17.0,7.2
245,75,CA,1553958000,92,69.44,-133.03,-8.0,7.2
246,40,US,1553962567,63,47.91,-97.06,-2.0,5.1
247,20,HN,1553963117,54,15.09,-87.97,30.0,2.6
248,20,MR,1553958000,98,20.52,-13.05,25.0,4.1
249,1,US,1553963114,93,43.41,-124.22,9.44,1.46
250,32,ES,1553962592,27,41.76,-2.46,13.89,1.34
251,0,PK,1553963194,57,31.03,73.13,21.73,4.56
252,0,PK,1553963194,57,31.03,73.13,21.73,4.56
253,40,NO,1553963102,75,59.36,5.22,7.0,8.2
254,40,IL,1553963170,67,31.8,34.94,17.0,10.8
255,48,RU,1553959800,48,43.63,44.06,8.0,1.46
256,48,RU,1553959800,48,43.63,44.06,8.0,1.46
257,64,BR,1553963195,100,-17.73,-39.27,26.18,7.61
258,44,JP,1553963195,90,37.4,136.9,9.48,6.26
259,76,RU,1553963195,92,69.7,170.27,-17.27,2.96
260,0,GL,1553963195,82,77.48,-69.36,-21.12,3.01
261,75,BR,1553961600,70,-9.87,-56.08,30.0,1.5
262,75,JM,1553961600,83,17.88,-76.41,25.0,3.6
263,92,ID,1553963196,80,-2.54,112.95,27.08,2.91
264,0,ZW,1553963196,29,-16.82,29.68,29.48,4.51
265,40,JP,1553963116,87,35.17,136.87,10.0,2.6
266,75,DZ,1553961600,32,27.87,-0.29,29.0,8.2
267,40,BR,1553961600,65,-22.97,-42.02,27.0,2.1
268,20,US,1553963141,53,33.21,-87.57,23.33,7.2
269,68,CL,1553963197,93,-26.39,-70.05,17.23,0.71
270,68,CL,1553963197,93,-26.39,-70.05,17.23,0.71
271,92,SB,1553963197,100,-10.46,161.92,28.43,5.51
272,92,SB,1553963197,100,-10.46,161.92,28.43,5.51
273,12,NZ,1553962807,93,-46.13,167.69,12.22,4.26
274,92,RU,1553963198,89,66.32,-179.17,-5.27,1.06
275,0,CN,1553963198,45,25.49,103.8,14.78,3.86
276,90,CA,1553962922,71,63.75,-68.52,-14.0,2.6
277,0,AU,1553963104,80,-31.43,152.91,15.0,2.1
278,36,ZM,1553963199,50,-12.29,33.17,27.43,3.41
279,0,RU,1553963199,56,68.54,146.19,-20.97,1.41
280,64,RU,1553963199,81,50.72,136.64,-9.67,1.11
281,0,RU,1553963199,59,62.72,147.95,-22.92,1.41
282,40,MU,1553963043,74,-20.41,57.7,27.0,1.91
283,40,ET,1553958000,40,8.96,38.73,21.0,6.2
284,32,RU,1553963200,87,58.04,65.27,0.58,8.61
285,64,PG,1553963200,100,-2.57,150.8,28.33,2.86
286,64,MG,1553963200,97,-13.19,49.05,24.33,1.26
287,90,AU,1553963100,94,-20.01,148.25,25.0,1.96
288,40,US,1553962981,72,21.35,-158.09,21.0,2.1
289,90,CA,1553963009,93,47.66,-52.73,7.78,1.0
290,75,NC,1553961600,78,-22.28,166.46,23.0,1.0
291,75,NC,1553961600,78,-22.28,166.46,23.0,1.0
292,12,CM,1553963201,55,3.52,15.05,31.58,1.31
293,92,SE,1553963167,93,60.15,16.18,9.0,4.1
294,0,AR,1553962880,39,-38.55,-58.74,30.56,2.24
295,68,BR,1553963202,84,-2.54,-57.76,27.73,1.26
296,44,RU,1553963202,74,69.38,178.42,-17.52,0.81
